Time Stamp,Region ID,Filtered,RSS,CL1,CL2,CL3,Red Info,GSS,RP1H,RP1L,EDR,Green R^2,Green Info,VSS,RP2H,RP2L,Violet Spare1,Violet R^2,Violet Info,Bead Info
955525119,153,0,13720.03125,65.16016,5029.74219,9274.08203,0,925.00391,3.75195,1.57227,0,0,0,3384.02344,1437.53711,1439.79102,0,0,0,0
955527017,352,0,11780.94922,695.54688,1390.63281,2761.50781,0,1232.89453,10703.68359,10703.53516,55941.54688,0,0,3390.65625,13.70898,18.2832,0,0,0,0
955527489,6,0,10153.73828,48.80469,66.01172,24.25781,0,1528.98828,0,2.83008,0,0,0,2969.03906,10.70898,4.76172,0,0,0,0
955542161,6,0,9746.47656,49.24219,70.50781,24.15234,0,1854.55859,12.49414,7.41211,0,0,0,3970.72656,18.72852,14.15039,0,0,0,0
955548773,374,0,11606.72266,697.86719,1744.18359,9133.50781,0,1136.41797,189.62891,189.30078,24342.00781,0,0,3504.50781,11.36523,10.91602,0,0,0,0
955551918,153,0,9383.66016,52.59766,4490.56641,8350.70313,0,1122.94531,11.80078,9.16406,0,0,0,3319.76953,1692.45508,1698.49609,0,0,0,0
955556757,378,0,11322.35547,1135.39844,335.71484,338.42188,0,1114.29297,853.15625,861.69141,3575.10791,0,0,3254.94922,12647.54297,12688.36328,0,0,1,0
955561127,6,0,14944.1875,57.61328,81.78906,30.63281,0,1115.44531,4.44336,3.86328,38256.10938,0,0,3540.33203,8.94922,6.96289,0,0,0,0
955563114,81,0,9579.33594,19219.66406,4556.61328,1438.97656,0,1591.32422,45.65039,41.19336,7643.86279,0,0,3006.62891,19574.06836,23625.80664,0,0,1,0
955597080,6,0,10110.66016,51.21875,66.44141,25.44922,0,1642.78125,14.02148,13.65625,0,0,0,3417.64453,7.41406,6.1543,0,0,0,0
955598714,71,0,9960.09766,53.79688,4837.75391,2095.74609,0,1457.97656,24525.35938,194997.4531,1294652,0,1,3550.37109,8.69336,6.42383,0,0,0,0
955598893,22,0,8043.51172,1081.80469,132.73828,32.78125,0,1582.72656,0,0,28597.79688,0,0,2666.06641,171.22266,175.06055,0,0,0,0
955601625,500,0,9379.55078,10697.62891,6620.41016,7813.99609,0,1753.16406,25.38477,23.13477,2912.82373,0,0,3878.10156,5.81836,4.44727,0,0,0,0
955617735,102,0,11128.66406,59.23828,93.73047,154.28516,0,1345.07422,23069.58203,66131.20313,440155.2813,0,1,3359.01563,7.65234,3.86328,0,0,0,0
955621663,6,0,10460.74609,56.19531,71.28906,26.27734,0,1421.10547,7.19141,4.58203,0,0,0,2866.49609,8.71094,3.2793,0,0,0,0
955627854,6,0,11932.17188,54.26172,71.89063,27.03906,0,1098.24219,13.36328,16.30664,8686.34668,0,0,3440.69531,9.11914,10.0625,0,0,0,0
955636290,22,0,10606.4375,1251.32813,202.53125,57.71875,0,1041.37109,42.68359,42.0918,0,0,0,3460.05078,188.08398,185.88672,0,0,0,0
955648530,96,0,16372.24609,2617.23438,13886.11328,6975.59375,0,1066.85156,11.02734,9.11914,6711.75928,0,0,2904.69922,20.53125,20.75391,0,0,0,0
955656005,378,0,16801.22656,1247.23438,369.0625,383.86328,0,925.53125,704.89453,714.07813,0,0,0,3076.74219,10755.92188,10788.25781,0,0,0,0
955692990,153,0,13294.16016,58.10938,4605.78125,8607.13281,0,919.99609,3.04688,5.16602,0,0,0,2885.00391,1730.83398,1737.62305,0,0,0,0
955700403,22,0,10865.35156,1322.92578,208.04297,61.14844,0,1224.88281,39.64844,43.125,27800.60352,0,0,3637.99219,182.16797,182.33789,0,0,0,0
